Issue_Sym_Id,Issue_Short_Nm,Status,Issue_Type_Cd
FNPR,FIRST NATIONAL POWER,ACTIVE,Common Stock
FNRG,1ST NRG CORP,ACTIVE,Common Stock
FNRN,FIRST NORTHERN COMM BANC,ACTIVE,Common Stock
FNSCP,FIRST NATL BCSHS PFD,ACTIVE,Preferred Stock
FNSI,4NET SOFTWARE INC,ACTIVE,Common Stock
FNVG,FINOVA GROUP INC,ACTIVE,Common Stock
FODL,FORSTER DRILLING,ACTIVE,Common Stock
FOFC,FORT ORANGE FINANCL,ACTIVE,Common Stock
FOFN,FOUR OAKS FINCORP INC,ACTIVE,Common Stock
FOLB,FOLSOM LAKE BANK CA,ACTIVE,Common Stock
FPBN,1ST PACIFIC BANCP CA,ACTIVE,Common Stock
FPKR,FRENCH PEAK RESOURCE,ACTIVE,Common Stock
FPLD,FITTIPALDI LOGISTICS,ACTIVE,Common Stock
FPND,FIREPOND INC,ACTIVE,Common Stock
FPRN,FACE PRINT GLOBAL,ACTIVE,Common Stock
FPUUP,FLORIDA PUB 4.75 PFD,ACTIVE,Preferred Stock
FRAF,FRANKLIN FINL SVCS CORP,ACTIVE,Common Stock
FRBA,FIRST BANK (NJ),ACTIVE,Common Stock
FRBAW,FIRST BANK (NJ) WT,ACTIVE,Warrant
FREVS,FIRST RL-EST INVT TR NJ SBI,ACTIVE,Common Stock
FRFC,FIRST ROBINSON FINL CORP,ACTIVE,Common Stock
FRHV,FRESH HARVEST PRODCT,ACTIVE,Common Stock
FRLE,FEARLESS INTL INC,ACTIVE,Common Stock
FRLK,FORLINK SOFTWARE,ACTIVE,Common Stock
FRLLF,FARALLON RESOURCES L,ACTIVE,Ordinary Shares
FRMT,FORMAT INC,ACTIVE,Common Stock
FRPD,FIRST RESPONDER PROD,ACTIVE,Common Stock
FRSB,FIRST RESOURCE BK PA,ACTIVE,Common Stock
FRTW,FRANKLIN TOWERS ENTR,ACTIVE,Common Stock
FRZR,FREZER INC,ACTIVE,Common Stock
FSAC,FUSA CAPITAL CORP,ACTIVE,Common Stock
FSBC,FSB COMMUNITY BNKSH,ACTIVE,Common Stock
FSBS,FIRST SOUTH BANCORP INC (SC),ACTIVE,Common Stock
FSMO,FORTISSIMO ACQUISITN,ACTIVE,Common Stock
FSMOU,FORTISSIMO ACQ UT,ACTIVE,Unit
FSMOW,FORTISSIMO ACQ WT,ACTIVE,Warrant
FSNF,FRESNO FIRST BK (CA),ACTIVE,Common Stock
FSON,FSONA SYSTEMS CORP,ACTIVE,Common Stock
FSOR,FIRST SOURCE DATA,ACTIVE,Common Stock
FSPX,FIVE STAR PRODUCTS INC,ACTIVE,Common Stock
FSRL,FIRST RELIANCE BK SC,ACTIVE,Common Stock
FSRT,FREESTAR TECH CORP,ACTIVE,Common Stock
FSRX,FIRSTAR EXPLRTN CORP,ACTIVE,Common Stock
FSTA,FIRST STANDARD BK CA,ACTIVE,Common Stock
FSWA,FIRST SOUND BK (WA),ACTIVE,Common Stock
FTAR,FOOTSTAR INC NEW,ACTIVE,Common Stock
FTEC,FASHION TECH INTL,ACTIVE,Common Stock
FTGI,FINOTEC GROUP INC,ELIGIBLE,Common Stock
FTME,FITMEDIA INC,ACTIVE,Common Stock
FTRS,FOOTHILLS RESOURCES,ACTIVE,Common Stock
FUBK,FUTURA BANC CORP,ACTIVE,Common Stock
FUGO,FUEGO ENTERTAINMENT,ACTIVE,Common Stock
FULO,FULLNET COMMUNICATIONS INC,ACTIVE,Common Stock
FUTR,FUTURE NOW GROUP INC,ACTIVE,Common Stock
FVAB,FIRST VIETNAME AM BK,ACTIVE,Common Stock
FVRG,FOREVERGREEN WORLDWI,ACTIVE,Common Stock
FWAV,FRAMEWAVES INC,ACTIVE,Common Stock
FWGO,FISCHER-WATT GOLD CO,ACTIVE,Common Stock
FWLRP,FW PREF CAP TR I 9.0,ACTIVE,Preferred Stock
FXFL,FLEX FUELS ENERGY,ACTIVE,Common Stock
FXNC,FIRST NATL CORP STRASBURG VA,ACTIVE,Common Stock
FXPE,FOX PETROLEUM INC,ACTIVE,Common Stock
FXSC,FLEXSCAN INC,ACTIVE,Common Stock
FZON,FLOORING ZONE INC,ACTIVE,Common Stock
GABA,GEORGIA BANCSHARES,ACTIVE,Common Stock
GABAP,GEORGIA BANCSH PFD A,ACTIVE,Preferred Stock
GACF,GLOBAL AIRCRAFT SOLU,ACTIVE,Common Stock
GADV,GLOBAL ADVANCE CORP,ACTIVE,Common Stock
GAHI,GOLDEN AUTUMN HOLDIN,ACTIVE,Common Stock
GAMT,GLOBAL ENT HLDGS/EQU,ACTIVE,Common Stock
GARA,GOLDEN ARIA CORP,ACTIVE,Common Stock
GARBE,GARB OIL & PWR CORP,ACTIVE,Common Stock
GARM,RECYCLENET CORP,ACTIVE,Common Stock
GAXC,GLOBAL AXCESS CORP,ACTIVE,Common Stock
GBCS,GLOBAL CASINOS INC,ACTIVE,Common Stock
GBFL,GREAT BASIN FINANCIAL CORP,ACTIVE,Common Stock
GBGD,GLOBAL GOLD CORP,ACTIVE,Common Stock
GBIW,GENESIS BIOVENTURES,ACTIVE,Common Stock
GBLP,GLOBAL PHARMATECH,ACTIVE,Common Stock
GBTR,GLOBETRAC INC,ACTIVE,Common Stock
GBVS,GLOBAL BEVERAGE SOLU,ACTIVE,Common Stock
GCAN,GAMMACAN INTL INC,ACTIVE,Common Stock
GCBK,GRANITE COMMUNITY BK,ACTIVE,Common Stock
GCCN,GENESIS CAP NEVEDA,ACTIVE,Common Stock
GCIH,GREAT CHINA INTERNAT,ACTIVE,Common Stock
GCME,GREATER CHINA MEDIA,ACTIVE,Common Stock
GCMN,"GOLD CREST MINES, IN",ELIGIBLE,Common Stock
GCOG,GULF COAST OIL & GAS,ACTIVE,Common Stock
GCYO,GOLD CANYON BANK AZ,ACTIVE,Common Stock
GCYT,GOLDEN CENTURY TECH,ACTIVE,Common Stock
GDCE,GD CONFERENCE CENTER,ACTIVE,Common Stock
GDTI,GUARDIAN TECH INTL,ACTIVE,Common Stock
GDTN,"GOLDEN TAN, INC.",ACTIVE,Common Stock
GDVI,GLOBAL DIVERSIFIED,ACTIVE,Common Stock
GECR,GEORGIA CRLNA BANCSHARES INC,ACTIVE,Common Stock
GEECF,GLOBAL ENVIRONMTL EN,ACTIVE,Ordinary Shares
GEEK,INTERNET AMERICA INC,ACTIVE,Common Stock
GEMIE,GEM SOLUTIONS INC,ACTIVE,Common Stock
GENH,GENESIS HOLDINGS INC,ELIGIBLE,Common Stock
GEOS,GEOSTAR MINERAL CORP,ACTIVE,Common Stock
GEOYW,GEOEYE INC WT,ACTIVE,Warrant
GERV,GLOBAL ELEC RECOVERY,ACTIVE,Common Stock
GETIL,GENTEK INC WTS C,ACTIVE,Warrant
GETIZ,GENTEK INC WTS B,ACTIVE,Warrant
GEVI,GENERAL ENVIRNMT MGT,ACTIVE,Common Stock
GEWV,G8WAVE HOLDINGS INC,ACTIVE,Common Stock
GEYH,GLOBAL EMPLOYMT HLDG,ACTIVE,Common Stock
GEYI,GLOBAL ENERGY INC,ELIGIBLE,Common Stock
GEYO,GREEN ENERGY HOLDING,ACTIVE,Common Stock
GFAM,GREAT AMER FAM PRKS,ACTIVE,Common Stock
GFLBA,GREAT FLORIDA BK A,ACTIVE,Common Stock
GFLBB,GREAT FLORIDA BANK B,ACTIVE,Common Stock
GFME,GEORGE FOREMAN ENTPR,ACTIVE,Common Stock
GFRP,GFR PHARMACEUTICALS,ACTIVE,Common Stock
GGRN,GLOBAL GREEN SOLUTNS,ACTIVE,Common Stock
GGSIF,GIANT OIL & GAS INC,ACTIVE,Ordinary Shares
GHBAA,GOOD HARBOR PTR CL A,ACTIVE,Common Stock
GHBAU,GOOD HARBOR PTR UT A,ACTIVE,Unit
GHBAW,GOOD HARBOR PTR WT W,ACTIVE,Warrant
GHBAZ,GOOD HARBOR PTR WT Z,ACTIVE,Warrant
GHBBB,GOOD HARBOR PTR CL B,ACTIVE,Common Stock
GHBBU,GOOD HARBOR ACQ UT B,ACTIVE,Unit
GIHO,GREEN IRONS HOLDINGS,ACTIVE,Common Stock
GIMC,GEORGIA INTL MINING,ACTIVE,Common Stock
GINK,GLOBAL INK SUPPLY CO,ACTIVE,Common Stock
GINV,GLOBAL INNOVATION CP,ACTIVE,Common Stock
GLBP,GLOBE BANCORP INC,ACTIVE,Common Stock
GLFE,GULF UNITED ENERGY,ACTIVE,Common Stock
GLFO,GULF & ORIENT STEAM,ACTIVE,Common Stock
GLGI,GREYSTONE LOGISTICS,ACTIVE,Common Stock
GLGT,GLOBAL GENERAL TECHS,ACTIVE,Common Stock
GLIF,GRANT LIFE SCIENCES,ACTIVE,Common Stock
GLLA,GILLA INC,ACTIVE,Common Stock
GLNS,GOLDEN STAR RESOURCE,ACTIVE,Common Stock
GLOB,GLOBAL MED TECH INC,ACTIVE,Common Stock
GLOW,GLOWPOINT INC,ACTIVE,Common Stock
GLTV,GREENLITE VENTURES,ACTIVE,Common Stock
GLUX,GREAT LAKES AVIAT,ACTIVE,Common Stock
GMEI,GAMING & ENTERTAINMT,ACTIVE,Common Stock
GMEX,GOLDMOUNTAIN EXPLOR,ACTIVE,Common Stock
GMFCF,GLOBAL MAINFRAME CP,ACTIVE,Ordinary Shares
GMFX,GAMEZNFLIX INC,ACTIVE,Common Stock
GMHB,GOURMET HERB GROWERS INC,ACTIVE,Common Stock
GMML,GEMCO MINERALS INC,ACTIVE,Common Stock
GMOS,GIANT MOTORSPORTS,ACTIVE,Common Stock
GMSRF,GEMSTAR RESOURCES LT,ACTIVE,Ordinary Shares
GMTI,GREENMAN TECH INC,ACTIVE,Common Stock
GMUS,GLOBAL MUSIC INTL,ACTIVE,Common Stock
GNBA,GROEN BROTHERS AVIATION,ACTIVE,Common Stock
GNBF,GNB FINANCIAL SVCS,ACTIVE,Common Stock
GNCI,GENCOR INDUSTRIES IN,ACTIVE,Common Stock
GNCMB,GENERAL COM INC CL-B,ACTIVE,Common Stock
GNDM,"GRAND MOTION, INC.",ELIGIBLE,Common Stock
GNLK,GENELINK INC,ACTIVE,Common Stock
GNMT,GENERAL METALS CORP,ACTIVE,Common Stock
GNOI,GENIO GROUP INC,ACTIVE,Common Stock
GNOLF,GENOIL INC,ACTIVE,Ordinary Shares
GNPI,GENIUS PRODUCTS INC,ACTIVE,Common Stock
GNRG,GATEWAY ENERGY CORP NEW,ACTIVE,Common Stock
GNTO,GENTOR RESOURCES INC,ELIGIBLE,Common Stock
GNXE,GENER8XION ENTERTNMT,ACTIVE,Common Stock
GNYS,"GENOSYS, INC.",ACTIVE,Common Stock
GOBS,G/O BUSINESS SOLUTNS,ACTIVE,Common Stock
GOCME,GEOCOM RESOURCES INC,ACTIVE,Common Stock
GOFH,GOFISH CORPORATION,ACTIVE,Common Stock
GOIH,GLOBAL 1 INVESMT HLD,ACTIVE,Common Stock
GOJO,GRAPHON CORP,ACTIVE,Common Stock
GORO,GOLD RESOURCE CORP,ACTIVE,Common Stock
GORV,GOLDEN RIVER RESOURC,ACTIVE,Common Stock
GOVX,GEOVAX LABS INC,ACTIVE,Common Stock
GPAX,GVC VENTURE CORP,ACTIVE,Common Stock
GPKR,GETPOKERRAKEBACK.COM,ACTIVE,Common Stock
GPLA,GAMEPLAN INC,ACTIVE,Common Stock
GPRM,GLOBAL PARI-MUTUEL,ACTIVE,Common Stock
GPSN,GPS INDUSTRIES INC,ACTIVE,Common Stock
GPTC,GOLDEN PATRIOT CORP,ACTIVE,Common Stock
GPXM,GOLDEN PHOENIX MINRL,ACTIVE,Common Stock
GRBS,GREER BANCSHARES SC,ACTIVE,Common Stock
GRFN,GREAT RIVER FINL GRP,ACTIVE,Common Stock
GRLY,GLOBAL REALTY DEVLMT,ACTIVE,Common Stock
GRLZ,BOYSTOYS .COM INC,ACTIVE,Common Stock
GRMK,GRAYMARK PRODUCTIONS,ACTIVE,Common Stock
GRNN,GREEN MTN RECOVERY,ELIGIBLE,Common Stock
GRRB,GRANDSOUTH BANCORP,ACTIVE,Common Stock
GRUS,GREM USA,ACTIVE,Common Stock
GRXI,GTREX CAPITAL INC,ACTIVE,Common Stock
GRYG,GENESIS RLTY GRP INC,ACTIVE,Common Stock
GSBB,GOLDEN STATE BUS BK,ACTIVE,Common Stock
GSCB,GREATER SACRAMEN BCP,ACTIVE,Common Stock
GSCT,GS CLEANTECH CORP,ACTIVE,Common Stock
GSEG,GS ENERGY CORPORATN,ACTIVE,Common Stock
GSGF,GS AGRIFUELS CORP,ACTIVE,Common Stock
GSHF,GREENSHIFT CORP,ACTIVE,Common Stock
GSPA,GLOBAL SVCS PTR,ACTIVE,Common Stock
GSPAB,GLOBAL SVCS PTR CL B,ACTIVE,Common Stock
GSPAU,GLOBAL SVCS PTR UT A,ACTIVE,Unit
GSPAW,GLOBAL SVCS PTR WT W,ACTIVE,Warrant
GSPAZ,GLOBAL SVCS PTR WT Z,ACTIVE,Warrant
GSPBU,GLOBAL SVCS PTR UT B,ACTIVE,Unit
GSPG,GOLDSPRING INC,ACTIVE,Common Stock
GSPT,GOLDEN SPIRIT ENTERP,ACTIVE,Common Stock
GSVI,GSV INC,ACTIVE,Common Stock
GTAP,GOTTAPLAY INTERACTIV,ACTIVE,Common Stock
GTCCE,GTC TELECOM CORP,ACTIVE,Common Stock
GTEC,GENESIS TECH GROUP,ACTIVE,Common Stock
GTHA,GENETHERA INC,ACTIVE,Common Stock
GTLT,GLOBAL TELECOM & TEC,ACTIVE,Common Stock
GTLTW,GLOBAL TELECOM WT W,ACTIVE,Warrant
GTLTZ,GLOBAL TELECOM WT Z,ACTIVE,Warrant
GTPS,GREAT AMER BNCP IN,ACTIVE,Common Stock
GTRE,GRAN TIERRA ENERGY,ACTIVE,Common Stock
GTRY,GETTING READY,ACTIVE,Common Stock
GTVCF,GLOBETECH VENTURES,ACTIVE,Ordinary Shares
GTWN,GEORGETOWN BANCP MA,ACTIVE,Common Stock
GTWV,GOLDTOWN INVESTMENTS,ACTIVE,Common Stock
GUFR,GULF RESOURCES INC,ACTIVE,Common Stock
GUPR,GUILIN PAPER INC,ACTIVE,Common Stock
GVFF,GREENVILLE FED FIN,ACTIVE,Common Stock
GVGDF,GRANDVIEW GOLD INC,ACTIVE,Ordinary Shares
GVRS,GENEVA RESOURCES INC,ACTIVE,Common Stock
GVSS,GVI SECURITIES SOLUT,ACTIVE,Common Stock
GVXP,GROSVENOR EXPLORATNS,ACTIVE,Common Stock
GVYB,GOLDEN VALLEY BK CA,ACTIVE,Common Stock
GWBC,GOLDEN WEST BREWING,ACTIVE,Common Stock
GWIV,GLOBALWISE INVESTMTS,ACTIVE,Common Stock
GWPC,GULF WESTERN PETROLM,ACTIVE,Common Stock
GWTE,GLOBAL WATAIRE INC,ACTIVE,Common Stock
GXPI,GEMINI EXPLORATIONS,ACTIVE,Common Stock
GXPPL,GREAT PLAINS EN 4.20,ACTIVE,Preferred Stock
GXYF,GALAXY FOODS CO,ACTIVE,Common Stock
GYPH,GRYPHON GOLD GORP,ACTIVE,Common Stock
GZGT,GUANGZHOU GLOBAL TEL,ACTIVE,Common Stock
HANO,"HAN LOGISTICS, INC.",ACTIVE,Common Stock
HAPN,HAPC INC,ACTIVE,Common Stock
HAPNU,HAPC INC UTS,ACTIVE,Unit
HAPNW,HAPC INC WTS,ACTIVE,Warrant
HBDT,HEALTH BENEFITS DIR,ACTIVE,Common Stock
HBDY,HYBRID DYNAMICS CORP,ACTIVE,Common Stock
HBKA,HIGHLANDS BANKSHARES,ACTIVE,Common Stock
HBMD,HOWARD BANCORP MD,ACTIVE,Common Stock
HBRF,HIGHBURY FINANCL,ACTIVE,Common Stock
HBRFU,HIGHBURY FINANCL UT,ACTIVE,Unit
HBRFW,HIGHBURY FINANCL WT,ACTIVE,Warrant
HBRM,HERBORIUM GROUP,ACTIVE,Common Stock
HBSC,HUMAN BIOSYSTEMS,ACTIVE,Common Stock
HBSI,HIGHLANDS BANKSHS WV,ACTIVE,Common Stock
HBSV,HEALTHCARE BUSINS SV,ACTIVE,Common Stock
HCBN,HCB FINANCIAL CORP,ACTIVE,Common Stock
HCBP,HARVEST COMMUNITY BK,ACTIVE,Common Stock
HCBPU,HARVEST COMM BK UT,ACTIVE,Unit
HCBPW,HARVEST COMM BK WT,ACTIVE,Warrant
HCFB,HCSB FINANCIAL CORP,ACTIVE,Common Stock
HCFL,HOME CITY FIN NEW,ACTIVE,Common Stock
HCNV,HC INNOVATIONS INC,ACTIVE,Common Stock
HDHL,HUDSON HOLDING CORP,ACTIVE,Common Stock
HDII,HYPERTENSION DIAG,ACTIVE,Common Stock
HDRX,HENDRX CORP,ACTIVE,Common Stock
HDVY,HEALTH DISCOVERY CP,ACTIVE,Common Stock
HEEX,HERITAGE EXPLORATION,ACTIVE,Common Stock
HEMA,HEMACARE CORP,ACTIVE,Common Stock
HENC,HOLLOMAN ENERGY CORP,ACTIVE,Common Stock
HENX,"HENIX RESOURCES, INC",ACTIVE,Common Stock
HEPI,HEALTH ENHANCEMT PRD,ACTIVE,Common Stock
HEVE,HIGH END VENTURES,ACTIVE,Common Stock
HFBK,HARFORD BANK (MD),ACTIVE,Common Stock
HFBL,HOME FEDERAL BNCP LA,ACTIVE,Common Stock
HFBN,HAMPSHIRE FIRST BANK,ACTIVE,Common Stock
HFGB,HUIFENG BIO-PHARM TH,ACTIVE,Common Stock
HFIT,HEALTH FITNESS CORP,ACTIVE,Common Stock
HGIIA,HUDSONS GRILL INTL A,ACTIVE,Common Stock
HGMP,HANGMAN PRODUCTIONS,ACTIVE,Common Stock
HGUBP,HIGHLANDS CAP TR I,ACTIVE,Preferred Stock
HHDG,HEAVENLY HOT DOGS,ACTIVE,Common Stock
HHGM,HUIHENG MEDICAL INC,ACTIVE,Common Stock
HICKA,HICKOK INC CL A,ACTIVE,Common Stock
HITW,HI TECH WEALTH INC,ACTIVE,Common Stock
HJHO,HALCYON JETS HLDGS,ACTIVE,Common Stock
HKRS,HANKERSEN INTL CORP,ACTIVE,Common Stock
HLAC,HOLA COMMUNICATIONS,ACTIVE,Common Stock
HLAN,HEARTLAND BANCCORP,ACTIVE,Common Stock
HLDI,HAROLD STORES INC,ACTIVE,Common Stock
HLFN,HOME LOAN FINL NEW,ACTIVE,Common Stock
HLOI,HEALTH ANTI-AGE LIFE,ACTIVE,Common Stock
HLOSF,HALO RESOURCES LTD,ACTIVE,Ordinary Shares
HLSUF,HLS SYSTEMS INTL UT,ACTIVE,Ordinary Shares
HLSWF,HLS SYSTEMS INTL WT,ACTIVE,Ordinary Shares
HLSYF,HLS SYSTEMS INTL,ACTIVE,Ordinary Shares
HLXH,HAMPTONS LUXURY HOME,ACTIVE,Common Stock
HMBT,HEMOBIOTECH INC,ACTIVE,Common Stock
HMCU,HEMCURE INC (NV),ACTIVE,Common Stock
HMDI,HAMMONDS INDUSTRIES,ACTIVE,Common Stock
HMDO,"HOME DIRECTOR, INC.",ACTIVE,Common Stock
HMGN,HEMAGEN DIAG INC,ACTIVE,Common Stock
HMLF,HOMELIFE INC,ACTIVE,Common Stock
HMLN,HAMLIN BK & TR (PA),ACTIVE,Common Stock
HMSO,HEMIS CORPORATION,ACTIVE,Common Stock
HNIN,HORNE INTL INC,ACTIVE,Common Stock
HNNA,HENNESSY ADVISORS,ACTIVE,Common Stock
HNTM,HUNTMOUNTAIN RESOURC,ACTIVE,Common Stock
HOFD,HOMEFED CORP NEW,ACTIVE,Common Stock
HOMS,HOMELAND SEC CAP NEW,ACTIVE,Common Stock
HONT,HONAT BANCORP INC,ACTIVE,Common Stock
HOUM,HOTEL OUTSOURCE MGMT,ACTIVE,Common Stock
HPCO,HALLADOR PETROLEUM CO NEW,ACTIVE,Common Stock
HPLF,HEPALIFE TECHS INC,ACTIVE,Common Stock
HPMEF,HOMELAND PRECIOUS,ACTIVE,Common Stock
HPRD,HEALTHCARE PROVIDERS,ACTIVE,Common Stock
HRAI,HOUSERAISING INC,ACTIVE,Common Stock
HRCT,HARTCOURT COS INC,ACTIVE,Common Stock
HRID,HYBRID FUELS INC,ACTIVE,Common Stock
HRTB,HEARTLAND BANCSH(IN),ACTIVE,Common Stock
HSLPP,HOUSTON LTG & PWR $4.00 PFD,ACTIVE,Preferred Stock
HSNI,HOSTING SITE NTWK,ACTIVE,Common Stock
HSPO,HEALTHSPORT INC,ACTIVE,Common Stock
HSSO,HEALTH SYSTEMS SOLUT,ACTIVE,Common Stock
HSTH,HS3 TECHNOLOGIES INC,ACTIVE,Common Stock
HSYT,HOME SYSTEM GROUP,ACTIVE,Common Stock
HTBC,HILLTOP COMTY BCP NJ,ACTIVE,Common Stock
HTEC,HYDRON TECHNOLOGIES INC,ACTIVE,Common Stock
HTGCW,HERCULES TECH GR WT,ACTIVE,Warrant
HTLJ,HEARTLAND INC,ACTIVE,Common Stock
HTOG,HEARTLAND OIL & GAS,ACTIVE,Common Stock
HTTH,HUTTON HOLDINGS CORP,ACTIVE,Common Stock
HTVL,HARTVILLE GROUP INC,ACTIVE,Common Stock
HTWC,HOMETOWN BANCORP(NY),ACTIVE,Common Stock
HTWO,H2DIESEL HOLDINGS,ACTIVE,Common Stock
HUVL,HUDSON VLY HLDG CP,ACTIVE,Common Stock
HVAC,PEREGRINE INDUSTRIES,ACTIVE,Common Stock
HVGO,HANOVER GOLD CO,ACTIVE,Common Stock
HVLM,HURON VALLEY ST (MI),ACTIVE,Common Stock
HVYB,HOME VALLEY BCP (OR),ACTIVE,Common Stock
HWEN,HOME FINANCIAL BNC,ACTIVE,Common Stock
HWWIE,HERITAGE WORLDWIDE,ACTIVE,Common Stock
HXBM,HELIX BIOMEDIX INC,ACTIVE,Common Stock
HYBK,HYBROOK RESOURCES CP,ACTIVE,Common Stock
HYBT,HYBRID TECHNOLOGIES,ACTIVE,Common Stock
HYDI,HYDROMER INC,ACTIVE,Common Stock
HYDP,HYDROGEN INTL INC,ACTIVE,Common Stock
HYDQ,HYDE PARK ACQUISITN,ACTIVE,Common Stock
HYDQU,HYDE PARK ACQ UNIT,ACTIVE,Unit
HYDQW,HYDE PARK ACQ WT,ACTIVE,Warrant
HYEG,HYDROGEN ENGINE,ACTIVE,Common Stock
HYHY,HYDROGEN HYBRID TECH,ACTIVE,Common Stock
HZFS,HORIZON FIN SVCS DEL,ACTIVE,Common Stock
HZNB,HORIZON BANCORPTN FL,ACTIVE,Common Stock
IACPP,IAC/INTERACTIV PFD B,ACTIVE,Preferred Stock
IAGR,INTERNET ACQUISITION,ACTIVE,Common Stock
IAGX,IMAGENETIX INC,ACTIVE,Common Stock
IAIC,INFORMATION ANALYSIS INC,ACTIVE,Common Stock
IAQG,INTERAMERICAN ACQ GP,ELIGIBLE,Common Stock
IAQGU,INTERAMERICAN ACQ UT,ACTIVE,Unit
IAQGW,INTERAMERICAN ACQ WT,ELIGIBLE,Warrant
IASCA,IAS ENERGY INC CL A,ACTIVE,Common Stock
IAUSE,INTL AUTOMATED SYS,ACTIVE,Common Stock
IBBD,IBROADBAND INC,ACTIVE,Common Stock
IBBI,INDIANA BUSINESS BCP,ACTIVE,Common Stock
IBDI,INTERACTIVE BRAND DV,ACTIVE,Common Stock
IBFL,INDEPENDENT BANCSHAR,ACTIVE,Common Stock
IBIN,IBSG INTL INC,ACTIVE,Common Stock
IBTGF,INTL BARRIER TECH,ACTIVE,Ordinary Shares
ICBN,ICB FINANCIAL (CA),ACTIVE,Common Stock
ICCO,INTERCARE DX INC,ACTIVE,Common Stock
ICLA,INTL CELLULAR ACCESS,ACTIVE,Common Stock
ICNS,INCENTRA SOLUTN NEW,ACTIVE,Common Stock
ICPR,ICP SOLAR TECHNOLOGS,ACTIVE,Common Stock
ICPW,IRONCLAD PERFORMANCE,ACTIVE,Common Stock
ICRD,INTERNATIONAL CARD,ACTIVE,Common Stock
ICTL,INTL COMMERCIAL TV,ACTIVE,Common Stock
ICTSF,I C T S INTL NV,ACTIVE,Common Stock
IDAI,IDNA INC,ACTIVE,Common Stock
IDBC,IDAHO BANCORP (ID),ACTIVE,Common Stock
IDCOE,ID-CONFIRM INC,ACTIVE,Common Stock
IDCP,NATIONAL DATACOMP INC,ACTIVE,Common Stock
IDED,IDEAEDGE INC,ACTIVE,Common Stock
IDGG,INDIGO-ENERGY INC,ELIGIBLE,Common Stock
IDIB,IDI GLOBAL INC,ACTIVE,Common Stock
IDOI,IDO SECURITY INC,ACTIVE,Common Stock
IDSM,INDUSTRIAL MINERALS,ACTIVE,Common Stock
IDVB,INDIAN VILLAGE BANCP,ACTIVE,Common Stock
IECE,I E C ELECTRONICS CP,ACTIVE,Common Stock
IEHC,IEH CORP,ACTIVE,Common Stock
IELM,IELEMENT CORPORATION,ACTIVE,Common Stock
IENI,INTERNATIONAL ENERGY,ACTIVE,Common Stock
IESV,INTREPID TECH&RES,ACTIVE,Common Stock
IEVM,INTEGRATED ENVIRONMT,ACTIVE,Common Stock
IFDG,INTL FOOD PRODUCTS,ACTIVE,Common Stock
IFHR,INFE HUMAN RESOURCES,ACTIVE,Common Stock
IFLI,INTL FIGHT LEAGUE,ACTIVE,Common Stock
IFMX,INFORMEDIX HLDGS INC,ACTIVE,Common Stock
IFSG,INFOSMART GROUP INC,ACTIVE,Common Stock
IFTH,INFOTECH USA INC,ACTIVE,Common Stock
IFTV,INFITECH VENTURES,ACTIVE,Common Stock
IFUE,INTL FUEL TECH  INC,ACTIVE,Common Stock
IGAIE,IGIA INC,ACTIVE,Common Stock
IGLB,INTREPID GLOBAL IMAG,ACTIVE,Common Stock
IGPAA,ISRAEL GROWTH CL A,ACTIVE,Common Stock
IGPAB,ISRAEL GROWTH CL B,ACTIVE,Common Stock
IGPAU,ISRAEL GROWTH UT A,ACTIVE,Unit
IGPAW,ISRAEL GROWTH WT W,ACTIVE,Warrant
IGPAZ,ISRAEL GROWTH WT Z,ACTIVE,Warrant
IGPBU,ISRAEL GROWTH UT B,ACTIVE,Unit
IGPG,IGNIS PETROLEUM GRP,ACTIVE,Common Stock
IGXT,INTELGENX TECHNOLOGS,ACTIVE,Common Stock
IHBT,INHIBITON THERAPEUTC,ACTIVE,Common Stock
IHCH,INTEGRATED HEALTHCAR,ACTIVE,Common Stock
IHGR,INTERACT HOLDING GRP,ACTIVE,Common Stock
IHME,"INTELLIHOME, INC.",ELIGIBLE,Common Stock
IHTI,INTEGRATIVE HEALTH,ELIGIBLE,Common Stock
IIBK,IDAHO INDEPENDENT BK,ACTIVE,Common Stock
IIMG,INTL IMAGING SYS NEW,ACTIVE,Common Stock
IKGI,IKONA GEAR INTL INC,ACTIVE,Common Stock
ILII,ILLINI CORP (IL) NEW,ACTIVE,Common Stock
ILKZ,ITLINKZ GROUP INC,ACTIVE,Common Stock
ILNS,INTELLECT NEUROSCIEN,ACTIVE,Common Stock
ILST,INTL STAR INC,ACTIVE,Common Stock
ILVL,I-LEVEL MEDIA GROUP,ACTIVE,Common Stock
IMBO,IMMUREBOOST INC,ACTIVE,Common Stock
IMCB,INTERMOUNTAIN COMM,ACTIVE,Common Stock
IMCI,INFINITE GROUP INC,ACTIVE,Common Stock
IMDD,INMEDICA DEVELOPMENT CORP,ACTIVE,Common Stock
IMDS,IMAGING DIAGNSTC SYS,ACTIVE,Common Stock
IMENE,INNOFONE.COM INC,ACTIVE,Common Stock
IMFD,INTEGRITY MUTUAL FDS,ACTIVE,Common Stock
IMGG,IMAGING3 INC,ACTIVE,Common Stock
IMGM,IMAGIN MOLECULAR CP,ACTIVE,Common Stock
IMHI,INTEGRATED MEDIA HLD,ACTIVE,Common Stock
IMIGN,INDIANA MICHIGAN4.56,ACTIVE,Preferred Stock
IMKI,IMMEDIATEK INC,ACTIVE,Common Stock
IMMG,IMPART MEDIA GROUP,ACTIVE,Common Stock
